İlan Numarası,price,location,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Eşya Durumu,Banyo Sayısı,Balkon Sayısı,WC Sayısı,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Site İçerisinde,Takas,Balkon Durumu,Balkon Tipi,Fiyat Durumu,Tapu Durumu,İpotek Durumu,Kira Getirisi,Yapı Durumu,Zemin Etüdü,Görüntülü Gezilebilir mi?,Aidat,Banyo Metrekare,Balkon Metrekare,WC Metrekare,Salon Metrekare,Ada,Parsel,Pafta,Balkon Tipi Fransız Balkon
14425298,"2,825,000TL",Antalya - Muratpaşa - Güzeloba Mahallesi,20 Aralık 2023,Satılık,80 M2,2+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,90 M2,11-15,4,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14425296,"2,300,000TL",Antalya - Muratpaşa - Altındağ Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,105 M2,16-20,4,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14425276,"2,150,000TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,1.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,60 M2,11-15,10,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425137,"4,500,000TL",Antalya - Alanya - Konaklı Mahallesi,20 Aralık 2023,Satılık,140 M2,2+1,Villa Tipi,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,150 M2,11-15,2,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425053,"1,750,000TL",Antalya - Gazipaşa - Pazarcı Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,60 M2,0 (Yeni),5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14424936,"2,200,000TL",Antalya - Alanya - Kargıcak Mahallesi,20 Aralık 2023,Satılık,55 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,60 M2,0 (Yeni),6,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14424683,"4,700,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,1,1,20 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Hayır,Yok,Var,,Genel Fiyat,Kat Mülkiyeti,,216000 TL,Sıfır,,Evet,1000 TL,,,,,,,,
14424576,"3,150,000TL",Antalya - Muratpaşa - Kızıltoprak Mahallesi,20 Aralık 2023,Satılık,75 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,85 M2,2,5,Mülk Sahibi Oturuyor,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14424481,"1,800,000TL",Antalya - Alanya - Avsallar Mahallesi,20 Aralık 2023,Satılık,45 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,50 M2,1,8,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14424444,"2,670,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,1,1,20 Aralık 2023,Konut,Daire,55 M2,0 (Yeni),5,Boş,Yatırıma Uygun,Evet,Yok,Var,,Genel Fiyat,Kat Mülkiyeti,,200000 TL,Sıfır,,Evet,1000 TL,,,,,,,,
14424320,"3,750,000TL",Antalya - Konyaaltı - Hurma Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,1,,20 Aralık 2023,Konut,Daire,100 M2,5-10,4,Boş,,Hayır,Yok,Var,,Genel Fiyat,Kat Mülkiyeti,,,Sıfır,,Hayır,,,,,,,,,
14424082,"5,280,000TL",Antalya - Kemer - Arslanbucak Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,Eşyalı,1,1,1,20 Aralık 2023,Konut,Daire,55 M2,5-10,3,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,,Yok,,İkinci El,Var,Evet,,,,,,,,,
14423928,"8,500,000TL",Antalya - Kepez - Ayanoğlu Mahallesi,20 Aralık 2023,Satılık,135 M2,3+1,,Klimalı,Krediye Uygun,,Eşyalı,2,,,20 Aralık 2023,Konut,Villa,140 M2,0 (Yeni),2,Mülk Sahibi Oturuyor,,Hayır,,,,Genel Fiyat,Kat Mülkiyeti,,,,,,,,,,,,,,
14423821,"5,440,000TL",Antalya - Kemer - Kuzdere Mahallesi,20 Aralık 2023,Satılık,35 M2,1+1,Bahçe Katı,Klimalı,Krediye Uygun,Betonarme,Boş,1,1,1,20 Aralık 2023,Konut,Daire,40 M2,0 (Yeni),3,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,,Yok,,Sıfır,Var,,,,,,,,,,
14423818,"6,750,000TL",Antalya - Muratpaşa - Kızıltoprak Mahallesi,20 Aralık 2023,Satılık,115 M2,3+1,2.Kat,Klimalı,Krediye Uygun,Betonarme,,2,1,2,20 Aralık 2023,Konut,Daire,120 M2,0 (Yeni),4,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat İrtifakı,,20000 TL,Sıfır,,,400 TL,,,,,,,,
14423750,"3,000,000TL",Antalya - Kepez - Baraj Mahallesi,20 Aralık 2023,Satılık,210 M2,2+1,,Sobalı,Krediye Uygun,,,Yok,,,20 Aralık 2023,Konut,Müstakil Ev,215 M2,11-15,1,Kiracı Oturuyor,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14423726,"2,850,000TL",Antalya - Kepez - Demirel Mahallesi,20 Aralık 2023,Satılık,115 M2,3+1,1.Kat,Klimalı,Krediye Uygun,,,2,,,20 Aralık 2023,Konut,Daire,125 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,100 TL,,,,,,,,
14423708,"1,900,000TL",Antalya - Kepez - Güneş Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,9.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,95 M2,11-15,10,Mülk Sahibi Oturuyor,,Evet,,,,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Hayır,,,,,,,,,
14423643,"1,463,000TL",Antalya - Kepez - Kuzeyyaka Mahallesi,20 Aralık 2023,Satılık,70 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,80 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423635,"1,850,000TL",Antalya - Kepez - Sütçüler Mahallesi,20 Aralık 2023,Satılık,55 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,60 M2,2,3,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423634,"32,000,000TL",Antalya - Kepez - Fabrikalar Mahallesi,20 Aralık 2023,Satılık,399 M2,1 Oda,,Klimalı,Krediye Uygun,,,Yok,,,20 Aralık 2023,Konut,Bina,400 M2,16-20,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423631,"2,975,000TL",Antalya - Kepez - Ayanoğlu Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Klimalı,Krediye Uygun Değil,,Boş,1,,,20 Aralık 2023,Konut,Daire,105 M2,0 (Yeni),4,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423628,"1,450,000TL",Antalya - Muratpaşa - Sedir Mahallesi,20 Aralık 2023,Satılık,65 M2,1+1,Yüksek Giriş,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,75 M2,11-15,4,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423626,"1,650,000TL",Antalya - Kepez - Düdenbaşı Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,Yüksek Giriş,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,100 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423620,"3,840,000TL",Antalya - Kemer - Arslanbucak Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,1,1,20 Aralık 2023,Konut,Daire,57 M2,5-10,3,Boş,Yatırıma Uygun,Hayır,Yok,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,Yok,,İkinci El,,Evet,,,,,,,,,
14423613,"3,150,000TL",Antalya - Kepez - Hüsnü Karakaş Mahallesi,20 Aralık 2023,Satılık,135 M2,3+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,150 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423610,"2,120,000TL",Antalya - Kepez - Yeni Emek Mahallesi,20 Aralık 2023,Satılık,105 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,110 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423609,"1,710,000TL",Antalya - Kepez - Gündoğdu Mahallesi,20 Aralık 2023,Satılık,110 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,115 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423608,"3,145,000TL",Antalya - Kepez - Gündoğdu Mahallesi,20 Aralık 2023,Satılık,135 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,145 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423604,"3,400,000TL",Antalya - Kepez - Mehmet Akif Ersoy Mahallesi,20 Aralık 2023,Satılık,130 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,140 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423600,"1,590,000TL",Antalya - Kepez - Varsak Karşıyaka Mahallesi,20 Aralık 2023,Satılık,50 M2,1+1,2.Kat,Klimalı,Krediye Uygun Değil,,Boş,1,,,20 Aralık 2023,Konut,Daire,60 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423598,"1,950,000TL",Antalya - Kepez - Ayanoğlu Mahallesi,20 Aralık 2023,Satılık,60 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,65 M2,0 (Yeni),5,Boş,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423597,"1,530,000TL",Antalya - Kepez - Aydoğmuş Mahallesi,20 Aralık 2023,Satılık,70 M2,2+1,Yüksek Giriş,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,75 M2,1,2,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423596,"2,274,000TL",Antalya - Kepez - Kuzeyyaka Mahallesi,20 Aralık 2023,Satılık,125 M2,3+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,130 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423591,"2,070,000TL",Antalya - Kepez - Mehmet Akif Ersoy Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,110 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423586,"2,600,000TL",Antalya - Kepez - Gazi Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,110 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423583,"5,300,000TL",Antalya - Kepez - Çankaya Mahallesi,20 Aralık 2023,Satılık,130 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Boş,1,,,20 Aralık 2023,Konut,Daire,140 M2,1,4,Mülk Sahibi Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423582,"2,690,000TL",Antalya - Kepez - Fevzi Çakmak Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Boş,2,,,20 Aralık 2023,Konut,Daire,115 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423581,"6,500,000TL",Antalya - Konyaaltı - Uncalı Mahallesi,20 Aralık 2023,Satılık,140 M2,3+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,150 M2,16-20,9,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423580,"2,160,000TL",Antalya - Kepez - Teomanpaşa Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,100 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423578,"3,599,999TL",Antalya - Kepez - Çankaya Mahallesi,20 Aralık 2023,Satılık,135 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,145 M2,11-15,7,Kiracı Oturuyor,Bilinmiyor,Evet,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423577,"2,159,000TL",Antalya - Kepez - Habibler Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,5.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,100 M2,1,6,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423576,"3,150,000TL",Antalya - Kepez - Hüsnü Karakaş Mahallesi,20 Aralık 2023,Satılık,125 M2,3+1,4.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,140 M2,1,6,Mülk Sahibi Oturuyor,Bilinmiyor,Evet,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423573,"2,749,999TL",Antalya - Kepez - Sütçüler Mahallesi,20 Aralık 2023,Satılık,125 M2,3+1,1.Kat,Klimalı,Krediye Uygun,,Boş,Yok,,,20 Aralık 2023,Konut,Daire,135 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423570,"2,999,999TL",Antalya - Kepez - Demirel Mahallesi,20 Aralık 2023,Satılık,135 M2,3+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,145 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423566,"1,935,000TL",Antalya - Kepez - Kuzeyyaka Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,105 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423563,"2,399,999TL",Antalya - Aksu - Altıntaş Mahallesi,20 Aralık 2023,Satılık,60 M2,1+1,4.Kat,Merkezi Doğalgaz,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Residence,70 M2,0 (Yeni),10,Boş,Bilinmiyor,Evet,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14423560,"1,999,999TL",Antalya - Kepez - Karşıyaka Mahallesi,20 Aralık 2023,Satılık,85 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,,,20 Aralık 2023,Konut,Daire,90 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423559,"1,725,000TL",Antalya - Muratpaşa - Yüksekalan Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,Yüksek Giriş,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,110 M2,5-10,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423554,"2,000,000TL",Antalya - Kepez - Güneş Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,2.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,100 M2,4,2,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14423552,"1,840,000TL",Antalya - Kepez - Gazi Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,Yüksek Giriş,Isıtma Yok,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14423550,"2,490,000TL",Antalya - Kepez - Aydoğmuş Mahallesi,20 Aralık 2023,Satılık,125 M2,3+1,2.Kat,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,135 M2,4,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
